the 0th hypergraph
0 1 5 6 9 12 13 15 23 98 107 109 176 
0 1 3 5 6 30 37 60 64 116 153 161 173 
0 1 3 4 5 13 16 48 58 68 77 123 167 
0 1 3 6 9 14 35 39 49 54 88 169 939 
0 2 5 6 10 11 20 39 72 99 126 176 907 
0 1 2 6 7 10 14 31 36 121 150 168 964 
0 15 19 26 32 33 42 46 122 147 152 167 956 
0 3 7 15 19 34 35 49 55 79 94 99 921 
0 1 3 11 14 24 26 40 58 62 77 128 145 
1 2 3 6 7 14 23 30 43 53 139 157 908 
0 1 13 23 30 36 53 65 69 85 122 182 403 
0 1 4 7 9 24 34 36 38 56 92 120 157 
0 2 5 21 28 47 59 64 72 75 94 168 911 
2 3 5 24 56 57 60 63 124 128 178 933 952 
0 3 6 17 18 20 33 35 44 67 77 86 113 
0 2 3 5 7 15 18 21 44 49 73 108 140 
1 2 3 4 7 8 21 34 35 73 117 181 928 
0 1 3 7 11 20 31 49 94 98 125 137 949 
0 1 2 5 6 15 25 27 40 49 64 147 152 
0 1 2 4 8 14 29 43 52 97 99 144 951 
0 1 2 4 6 8 9 17 26 35 116 159 172 
0 1 2 3 9 11 33 37 40 44 73 147 916 
1 4 5 11 12 28 67 80 84 108 127 144 156 
1 2 8 37 46 88 94 120 141 155 158 161 176 
0 2 4 5 7 12 13 26 28 53 56 85 99 
0 1 3 6 16 26 66 78 81 88 174 904 963 
0 6 7 9 12 23 32 47 56 60 83 125 143 
0 3 16 31 58 61 85 92 121 147 154 898 933 
0 10 15 21 30 31 37 39 71 84 109 113 164 
0 1 2 4 5 7 11 14 48 55 59 124 138 
1 2 4 15 29 33 41 71 99 110 123 137 870 
0 2 4 20 27 33 44 59 74 98 111 140 963 
0 2 3 4 6 10 27 55 73 80 154 891 959 
0 1 2 4 5 10 13 47 48 49 82 96 114 
0 1 8 9 11 37 41 42 43 72 75 155 171 
0 1 6 8 19 27 37 57 65 70 73 151 969 
0 2 7 10 13 18 19 25 29 125 144 165 874 
0 2 9 10 12 15 17 29 38 64 71 72 154 
0 3 11 12 14 24 44 51 74 83 114 144 952 
0 1 3 8 15 17 21 22 78 153 887 920 929 
0 3 7 38 42 79 87 140 143 146 153 155 172 
0 2 4 7 9 13 15 27 117 135 156 883 914 
0 1 2 4 5 11 14 28 29 70 150 152 176 
0 1 11 14 25 32 46 99 115 159 170 866 892 
0 5 12 19 38 54 82 91 109 133 136 173 176 
1 5 7 8 10 14 20 24 29 35 43 77 113 
0 3 6 17 32 36 59 88 91 110 149 150 984 
0 2 8 13 22 24 41 48 101 110 118 145 151 
1 2 3 4 5 15 33 36 51 66 158 163 981 
3 22 32 33 42 59 88 96 120 162 859 879 984 
0 1 10 13 14 16 27 30 40 73 155 893 906 
1 2 3 5 19 21 24 29 92 105 864 989 998 
0 1 2 3 4 6 11 15 16 29 37 76 93 
0 3 4 7 8 10 12 14 26 44 47 50 139 
0 2 3 6 8 17 21 57 79 105 127 866 915 
0 1 5 7 37 49 52 65 67 82 84 123 145 
0 2 3 5 7 13 17 39 40 64 97 107 896 
0 1 12 18 34 40 49 56 78 136 159 168 869 
0 1 2 3 13 22 40 41 100 117 136 148 178 
0 1 9 16 46 49 50 51 52 118 127 179 853 
0 1 2 3 4 9 36 66 91 157 159 935 947 
3 17 19 20 22 32 38 49 72 120 122 150 854 
0 3 4 6 7 11 14 16 57 96 132 874 970 
0 1 2 3 4 6 11 15 27 77 84 106 162 
0 7 10 11 18 45 49 95 140 141 155 850 865 
0 2 3 5 13 21 23 39 43 66 81 94 949 
0 1 2 4 6 8 16 22 26 30 41 42 184 
0 2 3 6 14 20 21 31 60 72 85 145 180 
0 1 3 12 15 16 17 22 36 65 96 130 150 
0 2 4 5 7 11 12 18 19 75 142 156 162 
1 2 42 44 79 116 122 129 140 158 173 831 994 
0 2 3 4 5 14 35 42 117 121 135 168 849 
0 1 2 4 6 16 21 22 39 54 157 904 936 
0 1 2 8 10 26 36 40 41 75 129 176 903 
1 5 6 9 30 36 98 101 117 170 831 977 980 
0 2 3 4 5 7 13 16 17 34 55 76 169 
0 1 2 3 10 19 35 36 69 71 95 872 882 
6 14 15 25 26 62 83 94 109 117 856 868 913 
0 2 3 9 19 36 59 64 76 83 94 130 189 
0 1 2 4 10 53 65 105 115 119 167 828 838 
0 1 2 4 5 13 21 38 49 74 83 149 862 
1 9 14 15 21 23 26 32 43 45 54 61 63 
0 1 3 5 10 12 21 42 62 71 77 876 880 
2 6 14 19 25 30 34 82 95 100 132 145 916 
3 8 13 17 18 31 34 80 84 105 124 160 964 
0 1 4 12 22 24 25 34 88 131 145 162 819 
0 2 3 4 8 16 77 79 114 124 125 171 860 
2 3 4 5 8 9 11 21 22 31 41 128 136 
0 4 18 21 35 41 55 111 125 851 853 915 984 
0 1 7 9 12 13 20 22 76 127 155 854 901 
1 2 3 4 11 23 33 73 93 103 108 836 933 
0 3 5 8 24 33 36 41 54 91 902 978 981 
0 1 2 9 22 61 86 97 142 166 916 928 935 
2 11 19 22 57 60 71 85 118 129 897 919 988 
0 1 3 16 40 47 52 53 58 84 521 819 858 
0 1 6 9 15 19 21 35 39 62 65 171 176 
0 1 4 6 14 17 36 47 68 124 148 980 994 
0 1 3 10 12 21 23 40 46 125 135 161 164 
0 1 4 9 19 27 35 62 75 145 155 168 992 
0 1 6 16 17 22 29 47 51 88 91 176 908 
1 3 6 7 8 12 15 32 47 61 98 106 155 
0 1 4 5 17 29 33 73 90 98 101 159 830 
0 1 4 7 14 28 41 81 104 126 181 873 971 
0 1 2 7 22 37 57 59 68 133 148 180 860 
4 13 33 42 48 75 86 92 117 133 148 923 989 
0 4 5 11 28 29 38 53 133 801 873 977 979 
0 1 4 5 6 20 22 26 45 60 75 81 811 
1 3 5 26 28 29 30 44 45 102 110 111 981 
0 1 12 21 23 29 34 42 71 117 132 136 153 
2 4 9 17 20 28 36 64 68 70 103 182 839 
0 1 2 4 5 10 17 34 59 66 68 70 156 
0 6 13 33 67 70 74 80 87 96 115 853 920 
0 1 2 4 6 8 37 43 61 67 111 117 932 
0 1 5 6 12 17 28 68 78 90 171 179 985 
2 3 8 12 38 68 100 112 150 179 859 911 943 
1 2 5 8 15 24 42 75 89 99 158 963 975 
0 10 11 16 28 30 41 57 90 98 112 833 983 
0 1 4 12 34 36 37 80 87 97 155 159 799 
0 1 3 10 18 21 40 53 119 172 181 823 837 
0 14 18 29 36 46 72 99 126 129 131 157 808 
1 5 7 10 17 31 82 108 145 168 787 868 934 
0 1 2 9 22 34 60 68 70 104 132 160 179 
0 2 3 7 10 34 38 50 65 72 118 821 850 
0 7 37 40 62 64 77 80 82 87 93 181 937 
0 2 4 6 10 12 63 94 99 112 788 941 955 
0 1 2 3 5 6 18 52 59 120 126 132 168 
1 3 5 6 10 11 39 163 175 791 853 875 912 
0 1 2 7 11 13 28 35 41 50 61 133 170 
0 1 5 6 10 20 34 54 58 105 117 793 824 
0 1 2 8 13 15 19 21 27 34 64 101 110 
0 1 3 5 7 8 9 14 28 48 58 89 174 
0 15 20 24 32 43 68 79 84 781 799 940 974 
0 1 7 18 25 27 29 48 84 106 147 154 925 
0 3 4 5 6 11 14 15 28 36 38 157 820 
0 4 11 26 55 62 94 105 119 133 148 876 996 
0 1 3 5 9 11 12 57 70 105 136 158 891 
0 6 10 13 18 32 36 42 87 105 123 130 171 
2 7 11 24 53 72 92 94 126 138 668 933 960 
0 2 3 8 12 33 35 96 114 135 825 905 971 
0 1 2 3 6 7 9 21 23 39 44 166 973 
1 3 18 23 28 38 45 56 116 125 134 850 869 
7 11 29 35 36 66 75 93 116 142 164 169 481 
2 3 9 16 18 19 23 47 141 165 785 823 990 
0 1 2 3 13 23 27 104 132 140 150 796 889 
0 2 7 12 13 21 51 63 65 72 76 93 982 
0 3 4 5 11 12 35 62 63 75 86 875 939 
0 4 5 8 10 18 51 78 160 179 807 865 885 
1 3 4 7 26 78 90 104 121 126 129 142 170 
2 6 9 10 13 14 17 42 88 94 158 788 948 
0 2 16 17 26 28 33 34 43 79 90 165 166 
0 1 3 4 16 34 44 51 101 146 174 784 808 
0 1 2 8 11 17 19 38 49 130 831 836 951 
0 2 3 5 20 22 24 30 57 74 167 795 940 
3 5 28 30 39 51 56 64 70 112 786 826 989 
0 1 14 19 25 33 38 78 114 116 119 146 880 
0 1 4 11 48 50 55 71 87 151 519 845 923 
0 1 2 3 15 24 57 63 110 135 184 762 841 
4 5 7 9 12 16 35 37 68 74 75 97 916 
0 1 3 4 5 6 17 22 31 113 157 788 894 
0 1 2 38 39 77 93 101 121 142 793 905 924 
3 7 8 18 25 30 38 41 76 116 164 199 837 
0 1 2 5 10 11 15 25 31 55 69 104 128 
0 2 4 5 9 22 130 163 167 703 788 790 930 
0 1 2 7 8 13 19 27 52 65 104 108 853 
1 4 7 9 10 39 40 48 140 160 870 972 987 
0 4 7 19 21 23 33 50 74 111 796 861 952 
0 2 7 10 11 25 31 40 47 68 106 125 829 
0 2 6 8 14 16 29 54 89 115 145 835 923 
1 2 3 4 7 28 51 65 81 99 124 802 995 
0 1 5 21 26 29 32 75 77 86 92 94 104 
0 1 2 4 6 7 23 47 49 88 103 108 929 
0 3 7 18 24 32 49 89 124 154 164 182 974 
0 3 23 45 55 62 64 109 115 133 171 890 905 
0 2 6 9 10 22 34 50 85 94 103 121 144 
0 4 13 14 36 42 45 82 111 148 160 756 821 
0 18 27 28 43 67 69 82 117 151 175 179 860 
2 3 5 15 16 30 31 33 39 94 118 133 834 
0 1 10 12 57 68 80 83 133 146 147 148 149 
0 3 10 12 14 20 29 80 143 180 770 798 851 
0 4 12 19 38 62 96 97 759 767 782 799 912 
1 2 5 9 11 24 61 92 142 168 184 872 934 
0 1 4 5 7 19 20 30 41 115 123 129 897 
0 16 23 33 34 38 43 83 97 102 166 751 954 
0 3 9 13 14 36 40 118 137 146 171 818 901 
0 1 3 4 6 11 14 22 36 40 48 85 175 
0 1 4 7 8 9 25 44 45 55 65 87 813 
0 2 6 7 11 13 15 56 62 75 115 956 972 
0 3 4 5 7 8 19 25 26 39 83 89 752 
0 2 7 13 22 30 35 42 47 60 72 227 797 
0 1 11 16 32 60 71 92 106 160 180 802 903 
0 2 4 11 25 37 39 40 101 323 787 920 977 
0 1 2 3 29 40 49 79 135 137 180 902 977 
0 2 4 13 17 19 23 31 39 64 74 824 848 
2 3 9 11 47 76 78 86 108 111 116 756 799 
0 7 17 31 36 48 52 56 144 158 161 178 798 
0 4 5 10 13 14 16 63 85 146 747 888 993 
0 6 22 28 29 30 32 65 115 161 750 784 857 
0 1 20 21 22 31 41 58 70 86 121 167 925 
0 2 3 13 18 21 24 29 34 37 50 52 805 
0 1 13 17 33 35 43 50 56 132 898 903 934 
1 2 9 11 12 28 61 119 122 128 160 779 969 
0 3 4 5 14 23 29 51 81 99 150 732 794 
0 1 2 8 9 32 33 46 150 180 738 831 908 
0 1 2 5 28 52 57 62 72 86 158 778 995 
0 4 44 75 99 102 108 115 828 833 884 932 987 
0 1 2 4 5 15 17 32 62 64 131 132 136 
0 4 5 6 32 64 65 96 105 111 170 172 875 
0 4 6 12 18 29 34 39 86 166 808 819 852 
0 1 9 17 21 22 37 44 59 70 75 142 160 
0 3 6 7 8 13 36 37 130 139 179 725 731 
0 1 2 5 19 45 58 60 95 96 147 177 950 
0 2 3 5 7 14 22 43 60 61 96 164 957 
2 4 5 6 8 19 22 29 33 50 64 104 176 
0 1 5 18 23 24 27 36 56 78 91 117 719 
5 6 8 12 15 21 45 52 78 87 105 728 900 
0 2 3 14 26 32 40 43 128 137 178 756 761 
0 4 7 9 73 79 99 101 114 115 124 128 851 
0 6 13 19 43 47 56 66 136 157 160 487 857 
0 1 2 5 13 20 27 49 54 84 795 861 955 
0 5 35 42 60 121 151 180 755 756 762 822 990 
1 5 7 8 18 24 31 60 66 76 88 153 877 
0 4 8 9 15 17 20 25 27 90 118 124 175 
2 3 5 7 12 20 80 120 132 730 747 808 844 
0 4 5 11 24 46 54 60 110 706 803 952 975 
2 3 6 7 11 17 18 23 24 25 86 157 994 
0 1 8 19 23 41 45 58 67 164 180 812 817 
1 4 11 18 24 26 45 47 131 168 177 797 806 
1 2 5 7 8 40 55 68 128 703 713 735 912 
1 3 7 21 35 41 50 86 715 732 779 797 961 
0 3 8 11 12 13 17 23 39 50 65 178 844 
1 3 5 8 16 26 35 53 66 80 109 128 888 
0 21 22 34 54 81 142 149 150 171 175 900 944 
0 2 8 9 11 18 31 43 92 169 710 908 993 
0 1 2 9 43 55 64 76 130 146 744 942 943 
1 2 8 9 18 58 85 94 110 120 146 735 946 
1 11 12 22 25 41 68 131 138 166 763 827 845 
0 1 5 7 15 38 48 71 85 107 125 747 892 
0 26 46 55 63 64 66 136 143 145 181 326 792 
0 2 3 5 15 18 29 50 76 183 730 904 978 
0 3 4 6 10 48 50 91 97 103 174 712 817 
1 2 8 18 46 82 93 103 125 706 841 865 973 
1 2 4 21 39 48 56 58 68 123 132 184 924 
0 1 23 35 37 42 43 97 112 122 139 145 760 
8 17 18 20 30 31 53 60 138 171 710 914 986 
0 4 7 9 20 23 25 30 35 86 94 115 999 
0 2 3 4 8 10 85 146 149 731 788 936 957 
0 2 3 5 11 15 27 31 47 61 106 133 703 
0 1 2 7 8 27 31 58 83 88 106 723 903 
0 6 13 18 19 54 59 86 116 163 173 180 998 
0 2 3 4 7 8 29 77 93 153 156 703 810 
0 2 5 12 20 23 26 43 66 83 106 694 818 
0 3 5 19 23 24 38 64 127 168 698 836 964 
0 1 3 5 10 13 23 41 59 71 89 95 127 
0 1 2 26 35 46 67 119 129 134 135 789 893 
0 1 6 11 16 80 82 87 121 123 164 881 892 
0 1 2 11 17 22 23 25 31 41 58 163 908 
0 3 18 23 35 45 73 89 97 162 183 796 868 
4 6 16 19 51 79 100 109 116 123 167 170 686 
0 1 2 7 34 49 51 64 168 169 743 843 931 
3 6 10 18 31 41 45 46 75 79 144 739 751 
0 2 15 19 33 35 48 59 79 105 129 141 148 
2 8 9 12 15 34 40 61 95 110 118 137 765 
0 1 2 5 8 10 12 22 34 43 66 120 126 
0 2 3 5 9 16 20 22 24 39 71 180 907 
0 1 2 5 6 26 32 76 158 696 788 838 989 
0 4 15 30 33 34 45 81 89 95 133 178 863 
0 1 2 4 6 12 33 88 117 129 132 837 880 
0 1 6 9 23 25 32 39 61 157 694 736 780 
0 1 3 11 42 50 51 80 96 97 157 741 842 
0 2 10 21 40 62 81 98 106 128 144 156 997 
0 1 8 9 13 26 57 71 78 97 130 826 925 
1 3 8 9 14 25 33 86 94 147 692 758 781 
0 1 3 4 7 9 14 35 76 84 784 863 927 
0 7 20 30 38 51 85 735 761 897 927 928 936 
0 2 5 15 64 93 109 679 689 720 809 941 991 
0 2 4 5 21 31 52 53 57 66 73 100 143 
0 3 8 9 16 22 23 49 52 59 94 121 896 
0 1 2 7 10 12 14 24 34 678 765 804 852 
2 3 4 5 28 32 44 167 713 728 844 915 932 
0 1 2 11 13 14 23 27 29 70 96 182 719 
0 1 5 11 25 51 66 71 76 89 92 812 909 
0 2 3 5 7 33 49 74 82 703 708 741 865 
0 2 5 16 27 29 30 31 60 72 181 740 934 
0 2 3 4 10 18 31 39 43 45 75 663 739 
0 2 4 5 13 33 34 46 55 60 95 837 992 
0 4 8 9 12 21 25 26 68 108 722 732 905 
7 13 16 19 26 60 75 114 140 151 913 943 964 
0 1 2 3 6 7 8 92 122 153 180 817 887 
0 1 4 5 6 10 33 39 42 56 99 111 119 
0 4 5 12 16 49 51 59 171 675 866 923 970 
1 2 5 13 21 26 27 30 32 33 41 150 892 
0 5 10 11 17 18 61 78 88 179 684 702 774 
2 3 7 10 13 15 35 69 130 141 704 811 851 
0 2 5 6 11 21 22 33 72 96 141 159 169 
1 5 14 24 26 29 67 109 180 687 737 882 913 
0 1 2 5 12 55 58 89 97 105 178 817 975 
0 8 18 24 36 60 70 72 75 125 144 695 731 
0 1 2 3 4 6 9 18 31 59 66 169 745 
0 1 4 10 26 32 36 52 56 81 744 757 995 
0 1 2 3 15 20 23 42 103 118 131 172 673 
0 2 6 10 20 21 27 33 72 81 179 722 745 
0 5 8 11 13 43 45 46 74 107 111 687 965 
0 1 7 10 23 25 46 76 93 98 129 697 898 
0 1 7 23 32 35 56 59 66 158 708 841 988 
1 2 4 7 9 19 38 54 62 141 142 653 717 
0 3 4 5 6 21 40 51 69 127 171 677 770 
1 2 3 8 10 12 32 52 68 665 748 776 833 
1 8 10 12 17 19 30 81 166 172 648 671 746 
0 1 2 7 10 21 22 24 28 53 64 97 155 
0 3 7 9 10 13 41 46 53 68 73 91 672 
0 1 4 6 23 32 70 100 135 164 180 683 770 
1 3 7 9 13 17 24 30 57 87 169 658 777 
0 1 2 3 4 6 48 51 165 777 820 887 928 
1 6 12 62 63 89 144 175 677 698 795 861 915 
0 2 16 21 23 39 44 64 99 134 665 767 808 
0 2 5 6 7 14 30 53 58 65 165 692 791 
1 6 8 14 24 106 117 136 137 179 607 748 754 
0 1 10 27 50 77 139 141 146 662 829 859 919 
0 2 4 6 11 12 66 108 116 160 726 742 939 
0 1 2 13 15 18 36 44 54 57 84 921 985 
7 9 11 12 18 20 24 26 41 71 99 702 933 
2 3 5 9 10 27 32 64 82 810 857 904 916 
0 1 2 11 12 15 30 42 44 47 72 690 978 
0 1 4 5 8 11 24 27 28 88 162 641 813 
0 1 3 34 48 53 58 86 113 154 163 755 902 
0 1 3 10 28 37 44 53 81 122 157 653 956 
2 3 14 16 28 47 53 105 154 724 746 881 952 
0 3 20 29 33 37 40 43 58 124 130 644 799 
0 2 3 5 8 9 14 37 50 52 60 111 725 
1 9 10 16 93 95 105 123 137 150 174 754 782 
0 1 7 11 12 21 33 104 111 156 631 714 953 
0 1 2 3 11 14 21 26 29 34 109 880 982 
0 5 9 12 19 86 116 123 639 735 807 833 863 
0 1 2 3 6 9 40 44 46 99 672 765 917 
0 17 19 27 84 103 126 170 657 871 879 928 940 
0 3 12 15 19 20 26 40 44 124 632 748 856 
1 2 33 35 38 90 114 136 159 670 766 850 976 
0 1 8 22 37 50 62 92 162 657 734 943 991 
0 1 14 19 33 44 71 80 84 85 126 158 679 
0 1 6 12 40 41 51 126 146 181 747 970 989 
0 4 5 7 8 10 36 60 101 123 129 712 732 
0 7 10 39 78 104 120 121 144 181 677 779 829 
0 1 2 3 4 5 44 149 170 712 864 962 975 
0 1 2 3 6 31 48 87 90 107 170 353 941 
0 4 14 15 22 25 36 106 121 140 166 825 832 
7 9 11 17 82 97 101 113 121 122 174 768 821 
0 1 5 7 16 25 45 77 170 179 629 777 812 
1 2 3 5 6 9 18 27 28 42 77 757 760 
0 2 4 7 11 23 46 52 92 105 127 183 652 
0 1 3 6 7 10 14 35 113 126 129 130 971 
0 1 7 12 21 34 36 54 61 72 94 169 731 
0 5 6 16 17 32 101 116 120 177 641 763 922 
1 2 4 6 7 9 17 21 27 49 50 93 833 
0 4 6 12 13 18 22 25 41 150 175 618 805 
3 14 19 21 25 38 51 82 130 143 198 629 697 
0 3 6 7 16 17 37 63 127 627 652 835 879 
0 1 3 4 5 6 14 19 25 33 92 113 616 
0 1 3 4 7 10 20 81 87 95 125 130 137 
0 3 7 8 14 17 69 70 86 118 156 913 938 
0 1 2 3 6 8 9 18 29 30 40 135 637 
0 1 4 5 6 18 23 38 46 86 110 786 907 
2 3 28 31 35 47 83 92 105 116 121 178 631 
0 1 10 11 12 27 30 42 49 88 102 135 642 
0 4 6 8 11 21 32 36 88 122 182 802 818 
1 6 8 12 15 18 56 136 142 148 763 961 965 
0 1 11 12 20 23 31 94 110 122 170 183 755 
0 1 3 8 12 15 60 74 79 148 162 713 890 
