the 0th hypergraph
148 394 405 476 881 
390 505 589 592 902 
475 645 700 981 991 
97 301 452 821 955 
380 420 443 879 985 
423 568 627 909 984 
264 404 620 685 809 
65 126 734 881 924 
420 423 475 716 750 
76 197 357 586 782 
193 306 331 350 580 
39 65 329 337 365 
136 466 593 680 945 
7 107 175 567 707 
334 359 592 615 977 
253 405 453 495 593 
94 147 251 261 294 
7 257 646 763 927 
105 153 227 403 786 
82 169 303 567 976 
31 39 73 196 702 
190 318 498 838 876 
167 479 632 854 934 
81 276 773 949 971 
348 620 657 753 847 
94 428 438 507 606 
263 281 286 464 707 
394 514 835 885 945 
138 165 296 334 523 
215 279 452 516 914 
362 391 704 745 790 
47 216 281 361 411 
445 466 484 908 963 
124 351 623 765 931 
11 272 758 774 793 
225 229 384 491 740 
266 350 876 878 891 
322 676 760 842 951 
59 218 572 578 732 
47 363 440 925 991 
226 255 404 885 906 
74 92 113 157 472 
203 381 517 736 857 
245 395 775 933 969 
182 312 441 512 780 
194 598 672 811 893 
241 305 706 791 827 
113 458 785 806 898 
274 288 457 467 516 
14 372 380 608 929 
162 241 389 650 964 
159 168 200 410 971 
181 414 706 803 855 
325 337 532 703 812 
412 573 697 765 778 
257 410 507 621 802 
262 528 557 648 787 
307 414 529 534 666 
34 73 121 256 288 
161 244 692 730 952 
13 265 294 420 779 
167 280 582 766 816 
580 673 786 821 892 
135 170 285 784 943 
238 540 657 845 992 
147 558 611 763 766 
337 452 591 668 984 
258 272 669 919 963 
30 58 200 363 661 
7 229 552 782 840 
178 392 746 762 999 
72 168 193 575 828 
259 484 716 826 946 
288 516 592 619 795 
86 212 360 395 565 
202 352 375 851 867 
109 203 334 341 724 
114 121 159 242 893 
94 302 425 672 733 
345 470 479 613 869 
266 269 759 776 870 
58 395 731 960 986 
411 454 601 954 979 
44 85 97 147 831 
166 239 371 478 587 
118 349 568 824 902 
341 431 513 777 841 
199 275 531 870 975 
156 400 476 692 994 
44 248 603 688 717 
364 421 451 644 672 
50 232 339 534 698 
192 364 417 519 829 
97 281 451 692 870 
25 432 664 751 983 
67 148 338 489 509 
182 376 495 662 791 
122 356 386 389 920 
185 318 547 647 915 
181 257 414 597 818 
5 236 447 985 992 
65 171 346 470 898 
190 315 460 604 872 
16 28 90 532 552 
224 362 481 649 744 
224 366 520 656 705 
88 305 596 805 859 
237 489 826 915 984 
259 272 392 649 979 
260 484 518 747 867 
2 32 177 464 675 
349 446 697 726 782 
141 204 666 674 766 
52 55 161 528 687 
59 139 294 312 596 
134 256 625 833 947 
15 39 73 162 527 
146 150 488 573 744 
54 97 118 264 268 
37 105 502 953 995 
261 454 486 950 992 
62 318 730 779 945 
146 178 462 512 863 
116 298 323 671 716 
249 520 748 815 816 
107 187 367 813 898 
55 368 387 712 943 
165 553 797 811 963 
104 612 767 769 786 
60 156 543 629 692 
547 621 659 739 953 
206 409 583 707 959 
25 136 899 914 997 
196 198 280 841 862 
321 546 728 820 876 
171 577 645 700 799 
50 154 400 825 891 
260 386 635 921 961 
262 419 640 669 861 
57 144 456 499 637 
133 264 267 656 664 
283 701 799 809 869 
102 474 546 650 940 
70 388 421 496 962 
378 550 743 861 862 
278 345 543 646 711 
516 529 609 877 964 
478 748 808 939 999 
101 155 156 169 221 
241 476 650 904 940 
295 461 504 621 924 
30 46 533 817 949 
130 740 936 937 978 
156 249 412 457 472 
210 270 886 918 930 
236 313 745 756 884 
23 369 403 560 870 
134 406 549 645 737 
25 151 312 634 848 
249 299 385 442 533 
6 543 737 760 993 
32 395 658 800 923 
80 168 414 467 920 
89 110 277 553 568 
101 176 737 760 771 
184 212 647 728 941 
209 287 329 681 862 
386 542 837 860 984 
1 100 168 506 632 
297 446 567 758 882 
339 503 578 643 745 
218 401 509 618 913 
224 294 521 727 853 
118 132 337 497 651 
273 593 600 649 961 
92 693 859 924 979 
52 387 433 678 951 
4 126 504 530 654 
58 270 492 501 680 
391 589 631 678 916 
196 477 791 822 855 
12 94 377 445 762 
217 315 489 665 960 
118 200 310 630 657 
81 169 602 740 815 
116 339 402 751 892 
170 536 539 881 935 
309 429 487 662 837 
109 350 771 846 989 
0 409 655 682 916 
107 275 513 543 796 
61 88 383 833 891 
153 244 396 503 894 
7 48 143 444 679 
22 91 263 284 503 
118 143 334 469 781 
21 52 270 669 966 
278 388 402 469 658 
107 327 448 533 735 
279 306 476 631 746 
186 218 808 842 999 
455 497 501 531 640 
96 261 317 431 594 
199 480 508 560 663 
88 173 185 845 966 
102 117 309 627 890 
82 281 497 918 929 
163 455 510 974 986 
79 355 482 816 981 
550 756 786 871 962 
158 308 622 643 820 
45 249 312 718 982 
71 78 91 243 945 
50 65 76 239 406 
330 546 674 751 877 
79 381 565 835 901 
256 320 450 588 831 
128 163 350 646 685 
189 280 622 646 723 
180 412 768 874 983 
51 257 264 388 917 
214 269 377 557 823 
234 448 688 931 977 
41 117 274 451 553 
183 283 475 876 894 
95 141 249 938 950 
122 174 193 715 929 
289 412 494 561 733 
91 143 648 878 893 
122 151 223 440 646 
186 507 534 787 844 
500 550 693 715 929 
172 322 350 778 805 
516 557 717 958 967 
56 228 300 720 965 
6 165 598 772 910 
149 325 434 522 628 
90 154 219 553 845 
322 467 665 870 950 
16 507 559 673 711 
399 469 544 672 867 
242 260 430 527 827 
19 36 122 810 970 
37 202 246 412 929 
252 440 493 568 589 
67 148 220 486 525 
454 549 843 862 986 
235 369 641 743 849 
311 365 596 599 807 
84 266 415 464 547 
150 183 292 495 801 
300 406 509 527 780 
170 178 669 756 801 
120 398 444 716 805 
32 46 112 389 744 
338 408 656 661 888 
44 238 290 416 930 
425 713 790 834 950 
252 512 552 965 987 
215 303 368 708 816 
9 178 435 742 771 
58 429 569 621 923 
42 226 402 583 672 
40 137 457 857 940 
24 347 414 815 976 
79 261 470 496 746 
271 359 364 518 903 
35 399 826 902 983 
174 316 433 712 720 
593 666 840 841 919 
124 130 345 596 791 
60 245 253 288 954 
41 82 120 393 840 
382 552 677 923 966 
71 421 688 920 957 
254 351 353 376 477 
344 436 463 826 917 
310 359 377 604 738 
27 445 479 594 612 
126 355 509 712 947 
5 6 777 950 984 
57 222 876 961 964 
455 631 708 857 961 
69 197 758 794 834 
41 175 597 668 692 
248 590 642 680 729 
142 256 358 775 860 
124 332 490 717 877 
258 382 414 446 606 
561 671 769 949 966 
137 154 297 910 963 
246 264 565 695 995 
414 443 731 920 976 
196 365 454 515 813 
27 274 370 476 999 
61 234 279 288 839 
204 224 355 357 748 
202 234 470 713 955 
40 168 229 375 627 
256 778 927 945 968 
18 178 250 639 820 
51 501 516 646 791 
299 315 560 684 768 
121 409 643 779 786 
62 65 545 554 883 
145 310 451 774 999 
82 510 690 717 997 
146 173 516 605 892 
62 181 391 533 700 
323 470 676 884 999 
182 480 555 739 814 
70 105 216 519 723 
77 190 620 667 834 
284 363 493 655 982 
35 38 465 484 928 
20 42 260 602 981 
246 475 848 873 919 
0 130 139 457 757 
122 164 317 594 859 
252 375 463 764 937 
204 262 395 433 447 
165 413 555 757 839 
204 268 272 530 687 
249 338 412 573 933 
250 394 669 950 968 
142 202 817 947 986 
407 563 719 754 757 
40 97 331 343 831 
16 117 123 376 973 
275 375 653 727 866 
55 175 292 422 517 
105 317 708 897 980 
263 592 661 833 991 
112 329 431 930 963 
286 403 418 454 819 
228 270 542 565 672 
63 153 223 676 895 
273 359 479 910 948 
483 554 704 740 896 
19 49 480 524 911 
200 224 297 315 346 
326 374 414 733 801 
303 353 579 694 757 
129 216 507 637 956 
533 612 641 803 932 
95 117 391 468 564 
216 405 616 707 946 
159 723 739 835 846 
21 250 308 317 364 
96 227 417 642 744 
223 488 538 670 817 
39 41 512 646 907 
55 169 280 462 603 
685 695 788 947 959 
138 196 448 829 979 
43 325 442 623 890 
51 118 418 818 980 
16 299 369 541 934 
13 156 161 333 693 
35 135 346 865 950 
161 186 248 333 674 
431 523 541 772 826 
116 224 531 834 867 
6 64 352 858 950 
292 304 373 648 877 
228 490 686 754 838 
37 143 444 526 612 
36 431 495 545 634 
18 412 416 448 741 
150 581 635 744 934 
67 727 771 857 861 
247 570 644 735 808 
276 425 663 960 977 
184 316 347 518 871 
395 476 577 773 836 
120 133 362 454 531 
122 508 560 724 907 
5 100 226 547 956 
184 348 349 560 570 
565 706 738 798 824 
231 298 468 566 978 
96 123 177 230 558 
27 28 282 603 611 
147 349 361 854 956 
308 351 572 660 696 
63 284 332 431 493 
397 439 500 570 602 
520 687 703 725 823 
12 24 543 954 959 
126 146 584 675 767 
229 232 438 576 802 
10 117 308 920 940 
13 45 206 239 859 
42 253 456 770 943 
70 322 394 632 993 
178 328 372 540 789 
81 327 562 588 704 
23 99 264 292 467 
55 140 163 700 997 
15 216 505 513 586 
82 218 546 672 869 
352 534 658 861 931 
172 320 475 491 996 
333 651 793 917 922 
129 162 417 810 892 
44 53 224 419 530 
68 130 597 639 760 
479 557 660 876 983 
178 220 365 615 783 
175 250 620 728 885 
423 668 734 743 956 
110 212 555 819 998 
152 191 491 630 665 
193 303 473 553 607 
177 523 578 603 927 
277 387 711 811 822 
142 222 639 740 806 
265 458 466 749 931 
124 279 562 623 917 
23 197 460 474 773 
267 387 557 676 841 
160 252 630 683 788 
130 304 614 732 875 
177 273 281 947 984 
308 635 790 809 895 
353 615 621 646 714 
192 405 514 703 823 
37 75 593 636 759 
641 737 791 845 939 
365 413 762 968 970 
214 843 852 964 999 
39 252 280 464 828 
276 313 319 670 752 
142 498 558 681 880 
28 345 364 402 994 
86 121 705 747 876 
290 376 572 792 969 
147 523 659 799 852 
192 211 327 595 705 
57 104 220 310 618 
126 279 429 759 952 
189 231 528 668 766 
89 114 146 720 935 
31 198 270 335 638 
325 364 461 498 694 
121 319 578 791 988 
146 285 544 677 925 
10 260 296 618 629 
41 276 687 880 881 
40 344 492 632 766 
111 484 713 747 983 
157 182 633 958 982 
308 445 614 763 830 
86 110 210 565 568 
204 408 511 879 893 
105 230 448 672 854 
141 568 764 802 938 
88 323 406 521 663 
256 473 522 713 906 
36 529 728 804 888 
438 483 497 503 617 
242 348 372 536 664 
28 377 459 588 864 
19 387 531 941 955 
242 427 768 776 785 
3 265 736 813 952 
18 261 269 563 714 
87 187 595 641 680 
71 137 151 218 523 
96 773 903 981 993 
52 213 333 526 879 
2 141 490 536 684 
243 369 373 599 940 
77 103 334 555 771 
114 346 449 814 936 
82 633 706 800 967 
79 201 318 791 808 
112 512 642 788 911 
10 402 570 724 826 
270 588 597 807 865 
62 387 515 727 731 
5 320 330 430 964 
51 282 317 514 547 
48 147 304 502 914 
215 295 429 436 762 
172 227 695 815 980 
326 340 542 598 749 
547 552 594 620 854 
326 401 533 640 817 
237 355 429 638 649 
38 96 128 136 864 
47 68 90 509 980 
241 495 974 978 985 
7 83 311 716 748 
434 439 532 555 851 
125 143 200 691 922 
5 305 503 723 849 
18 186 259 555 931 
47 415 524 530 721 
105 170 178 179 227 
6 137 215 264 741 
355 482 578 717 755 
113 147 184 703 962 
54 104 563 700 869 
55 334 471 498 792 
128 435 478 574 627 
174 354 537 938 949 
362 452 905 985 993 
22 102 321 400 824 
18 24 27 651 917 
83 378 433 906 917 
58 545 553 665 751 
91 200 428 494 700 
219 240 569 616 773 
399 443 549 585 918 
17 60 193 569 835 
8 264 604 986 995 
84 401 592 908 926 
57 304 362 390 511 
114 258 346 577 623 
182 560 596 675 875 
590 594 651 803 833 
69 152 407 517 781 
196 770 777 831 934 
54 197 317 504 539 
347 518 523 547 861 
1 61 243 352 431 
36 248 399 458 866 
470 491 640 647 987 
303 414 499 936 938 
309 381 478 820 888 
6 154 461 486 897 
171 555 622 810 975 
179 321 475 563 689 
40 71 318 601 711 
45 339 396 465 757 
149 200 876 931 936 
194 396 638 721 741 
423 506 559 561 644 
86 259 293 399 893 
135 167 243 391 420 
131 467 787 854 904 
110 232 325 647 878 
120 358 392 585 894 
112 267 296 333 658 
113 208 233 507 752 
66 74 123 251 740 
29 585 679 887 952 
166 416 429 665 977 
150 154 451 781 825 
192 263 372 442 633 
92 413 485 754 792 
95 252 736 844 874 
59 89 366 867 928 
444 599 601 682 834 
16 463 587 634 784 
3 194 358 409 609 
176 462 563 738 784 
142 552 627 644 716 
278 294 348 434 748 
326 419 875 932 952 
20 50 261 319 839 
52 115 261 529 732 
100 169 413 491 774 
58 219 391 806 819 
26 552 602 801 944 
205 267 539 544 849 
215 312 502 573 953 
144 234 239 531 940 
396 544 591 700 964 
148 201 811 886 922 
330 425 538 886 965 
122 498 510 734 877 
127 606 682 713 845 
374 461 557 560 626 
656 727 736 912 967 
203 604 675 727 781 
179 525 531 726 974 
13 154 695 718 884 
57 82 122 525 926 
25 375 518 646 996 
5 106 471 558 607 
66 169 204 463 465 
1 143 502 864 949 
3 212 226 249 380 
9 75 329 713 815 
263 318 413 600 764 
214 219 448 781 952 
162 232 267 490 841 
152 314 317 431 688 
210 314 326 368 833 
63 232 453 495 862 
317 354 464 720 734 
69 128 407 451 693 
49 509 619 713 913 
8 41 84 490 957 
90 107 424 590 757 
111 144 191 420 475 
207 346 407 475 881 
104 183 500 681 996 
1 170 208 486 614 
27 301 366 408 762 
187 326 626 649 943 
144 395 437 702 884 
193 474 725 797 861 
178 403 745 871 975 
265 268 481 773 840 
162 278 363 680 832 
235 246 462 530 671 
365 521 531 639 704 
70 165 562 846 966 
183 339 442 873 914 
271 346 642 780 810 
0 364 416 730 869 
80 128 210 623 839 
41 224 259 724 801 
341 544 545 575 924 
212 543 641 681 901 
198 500 529 765 954 
33 83 211 215 843 
154 192 533 912 946 
166 315 518 533 663 
308 623 846 868 981 
255 374 636 653 889 
8 29 202 538 679 
31 335 621 834 871 
83 101 288 430 524 
291 596 615 828 888 
151 326 407 746 842 
266 314 417 605 624 
5 310 447 530 937 
150 213 593 623 624 
30 42 812 816 975 
43 89 342 655 748 
296 539 869 892 946 
45 54 72 279 850 
42 515 815 818 900 
201 399 449 491 973 
81 217 633 676 948 
10 285 552 558 764 
63 113 540 550 894 
509 620 846 889 938 
38 279 298 581 918 
386 426 447 919 939 
104 200 508 706 805 
198 274 423 613 819 
316 504 543 784 950 
132 360 704 880 883 
201 251 490 582 798 
50 99 329 429 759 
172 195 309 441 499 
185 370 666 741 768 
424 483 597 729 959 
234 241 432 539 553 
238 448 455 613 648 
15 137 235 471 537 
4 365 398 502 962 
220 600 616 630 838 
426 475 481 633 920 
195 473 503 527 951 
84 208 503 633 819 
164 380 623 626 947 
32 41 652 757 801 
534 619 632 713 807 
465 467 510 791 965 
104 145 155 802 915 
184 207 315 569 946 
297 365 435 794 937 
418 498 610 683 996 
141 309 404 412 702 
3 75 456 569 619 
268 295 487 737 870 
143 274 372 474 668 
48 120 655 729 945 
220 247 478 618 762 
65 324 397 782 790 
16 599 733 763 873 
276 340 483 746 821 
280 457 897 900 983 
47 288 303 487 732 
77 89 135 151 708 
79 282 603 724 755 
581 629 788 904 961 
89 180 261 637 948 
92 180 219 621 623 
262 426 627 638 757 
89 347 616 647 902 
23 176 317 680 793 
8 363 422 610 684 
150 391 522 747 757 
185 244 312 915 959 
116 465 571 581 713 
93 190 371 572 792 
65 348 438 639 796 
130 309 483 602 787 
45 269 605 716 915 
130 391 564 629 677 
308 730 773 842 902 
81 137 163 542 952 
24 94 254 509 989 
90 133 369 389 760 
62 189 277 298 616 
181 585 649 700 727 
494 707 826 890 945 
189 359 412 514 643 
509 591 667 683 881 
203 417 554 563 948 
170 320 539 627 700 
35 258 643 707 733 
16 238 380 386 766 
567 639 868 937 986 
156 179 264 315 441 
94 107 437 523 968 
71 102 132 498 613 
21 66 724 749 887 
63 396 421 702 727 
106 185 291 532 721 
92 176 185 497 619 
120 737 824 902 932 
360 406 409 555 724 
141 299 316 830 994 
82 486 571 593 958 
43 393 502 908 927 
105 305 571 671 911 
18 22 513 652 785 
210 505 602 636 937 
459 622 702 767 814 
96 403 697 804 989 
174 281 378 559 627 
10 85 164 316 898 
146 375 631 917 974 
160 164 452 512 979 
319 460 582 783 973 
148 257 687 744 931 
35 444 505 943 951 
21 156 356 371 499 
19 320 413 777 903 
404 420 571 751 837 
33 144 396 478 929 
211 221 434 528 984 
494 625 676 819 931 
186 264 266 809 932 
719 761 831 933 984 
77 116 586 748 839 
405 426 668 765 802 
57 105 409 422 961 
44 291 336 915 954 
6 186 435 495 830 
124 298 845 875 953 
211 357 694 908 933 
311 424 697 883 984 
73 271 388 672 952 
18 249 437 721 973 
131 381 706 709 926 
166 577 687 717 950 
144 315 423 709 846 
32 201 290 423 574 
200 330 567 578 756 
299 561 627 937 983 
287 326 457 625 988 
150 512 527 584 878 
66 85 436 714 800 
87 331 797 925 989 
193 220 285 399 939 
63 124 262 522 577 
179 529 653 658 833 
13 268 779 821 862 
33 108 587 690 921 
9 77 295 910 929 
20 131 407 681 984 
37 249 536 562 755 
21 130 286 364 908 
179 420 756 820 925 
128 207 473 561 811 
17 191 356 379 399 
210 252 276 780 846 
454 601 689 918 980 
99 351 498 609 667 
146 460 655 678 941 
197 512 776 869 972 
90 550 965 971 991 
626 738 763 857 901 
97 309 860 871 910 
182 231 241 711 931 
346 400 423 682 912 
9 191 624 722 809 
57 415 493 718 723 
155 526 599 629 835 
189 409 607 809 945 
237 348 359 438 781 
455 569 705 738 764 
5 446 630 814 885 
10 31 166 191 273 
9 367 389 533 768 
532 628 659 856 968 
287 463 528 771 780 
69 214 262 712 982 
1 122 645 690 822 
119 314 629 652 832 
73 142 205 306 730 
69 492 761 888 996 
85 94 509 832 857 
96 167 221 298 344 
248 392 398 816 968 
121 267 291 935 936 
143 206 747 755 936 
295 463 468 488 548 
1 44 252 287 401 
232 426 587 713 818 
159 608 808 859 989 
102 367 479 638 761 
217 553 589 844 982 
697 856 890 910 988 
181 594 654 726 912 
77 266 458 655 925 
159 343 395 659 973 
94 156 380 720 801 
216 681 804 849 924 
312 383 422 426 774 
231 267 466 505 807 
177 292 664 755 906 
69 94 633 807 922 
269 576 583 666 753 
183 240 351 646 951 
125 273 429 466 751 
56 241 451 840 849 
123 306 313 407 979 
280 312 342 563 870 
207 420 586 725 808 
195 369 403 984 986 
609 628 661 929 967 
222 558 653 923 981 
172 613 616 863 915 
118 140 515 549 983 
287 414 749 828 977 
199 306 401 555 889 
36 37 208 704 751 
61 298 356 395 928 
309 589 763 803 852 
266 495 506 746 888 
217 326 711 778 983 
147 245 581 609 843 
413 442 606 870 939 
237 460 654 774 802 
264 415 432 830 998 
36 253 385 571 821 
68 192 382 776 823 
96 280 399 577 777 
32 144 326 532 818 
50 327 891 931 943 
167 180 184 715 757 
42 376 469 795 978 
193 239 291 384 810 
42 179 505 510 591 
182 374 686 957 965 
276 503 764 913 927 
145 359 674 836 918 
147 379 438 512 754 
40 59 199 359 731 
32 199 337 347 601 
307 375 685 758 866 
162 267 451 467 923 
44 444 545 808 926 
324 613 709 877 954 
143 660 719 824 868 
46 77 78 225 832 
213 338 500 545 692 
190 361 587 934 994 
81 169 571 622 806 
126 186 303 351 892 
493 496 612 648 852 
179 317 356 521 922 
254 264 307 376 849 
59 146 423 718 847 
110 164 227 594 596 
110 372 764 844 987 
113 343 670 872 924 
157 168 241 655 880 
15 325 546 662 865 
154 202 400 450 928 
419 461 607 776 855 
265 271 413 739 974 
150 166 275 388 625 
55 279 527 640 826 
22 167 279 317 470 
176 347 439 609 625 
530 632 674 829 963 
143 235 328 657 942 
468 555 872 909 917 
43 249 375 475 898 
0 144 318 410 910 
39 739 813 885 994 
295 319 540 655 864 
398 561 808 902 934 
195 273 597 670 676 
38 57 537 768 824 
368 377 638 851 856 
242 262 601 681 726 
50 320 349 809 966 
192 317 536 770 973 
7 53 639 781 822 
142 248 250 426 633 
3 179 250 306 758 
38 142 148 154 345 
97 241 446 681 804 
360 414 451 886 961 
420 605 736 940 971 
305 324 371 388 401 
22 168 316 860 872 
431 444 488 489 727 
93 741 794 928 929 
62 84 287 423 905 
85 320 586 776 950 
15 405 501 677 797 
37 399 506 845 912 
65 178 237 375 792 
413 770 826 953 960 
344 461 934 942 943 
229 238 383 427 474 
64 201 320 370 674 
151 611 732 955 997 
421 546 581 616 915 
216 226 490 646 892 
195 401 421 768 780 
3 43 339 544 893 
164 316 400 523 664 
18 93 677 810 921 
56 244 377 398 888 
92 656 704 925 994 
107 233 278 710 840 
74 131 149 737 795 
151 250 372 546 903 
175 360 631 837 995 
208 279 305 528 690 
9 197 658 711 734 
38 521 695 708 978 
55 242 460 627 745 
2 162 372 401 704 
502 758 894 954 963 
211 343 459 685 956 
40 146 409 833 898 
0 46 205 322 930 
244 384 536 572 791 
318 416 534 536 850 
213 538 733 866 921 
69 254 284 609 934 
5 24 761 851 935 
169 424 590 695 942 
15 348 452 489 893 
204 260 658 835 916 
294 321 325 696 898 
239 379 408 535 667 
348 418 449 659 927 
72 81 90 291 807 
228 656 657 952 999 
275 505 725 733 796 
124 397 616 761 839 
416 485 750 814 878 
117 158 339 510 959 
109 213 263 487 570 
250 461 525 739 740 
101 258 856 938 955 
15 121 486 859 938 
5 149 310 808 969 
34 36 165 336 722 
68 138 294 539 968 
82 155 739 841 875 
290 629 728 757 877 
61 320 352 598 886 
209 343 520 627 972 
232 384 532 878 917 
188 209 412 417 949 
130 296 426 569 758 
136 252 298 855 988 
215 233 443 936 968 
195 377 439 475 901 
1 64 96 459 659 
346 369 426 544 813 
557 769 890 932 934 
8 477 627 776 988 
141 222 247 255 580 
388 424 622 941 958 
253 461 639 645 853 
148 213 357 519 668 
64 129 696 703 921 
200 320 784 816 858 
293 296 616 771 896 
135 164 168 253 301 
1 726 791 882 991 
380 419 453 897 968 
34 471 717 739 800 
416 450 469 539 775 
58 118 333 749 767 
57 98 556 668 711 
178 567 797 816 819 
1 107 361 505 867 
277 313 556 591 716 
71 182 504 856 889 
225 256 267 332 543 
405 492 520 611 721 
68 159 226 343 751 
161 444 480 861 899 
184 219 221 588 956 
221 360 373 668 895 
172 185 373 430 827 
134 290 308 433 936 
60 313 524 607 848 
414 638 775 842 858 
100 137 158 421 841 
75 225 458 623 872 
93 190 460 525 699 
440 510 551 700 706 
23 210 382 563 809 
208 323 383 445 497 
487 604 639 685 799 
14 240 543 741 986 
377 499 589 918 969 
66 211 389 394 883 
482 495 722 727 873 
155 158 199 250 540 
275 318 585 639 955 
273 281 430 555 898 
99 278 430 490 636 
449 732 750 806 981 
246 512 621 750 866 
18 61 478 638 793 
282 423 472 657 947 
283 326 589 695 784 
56 99 482 934 951 
121 141 316 379 662 
466 502 545 790 922 
199 249 256 292 470 
222 283 309 457 665 
94 574 613 745 851 
95 202 677 678 858 
12 111 299 589 948 
157 385 759 808 935 
24 200 600 674 838 
330 777 836 913 951 
78 279 464 793 932 
55 516 833 893 919 
143 556 564 608 727 
136 186 582 641 852 
76 121 767 862 949 
53 85 613 648 706 
218 607 635 716 965 
61 74 484 797 851 
42 62 145 362 380 
73 523 643 722 850 
89 180 352 393 748 
20 353 660 707 788 
232 482 486 727 931 
680 814 826 859 906 
135 211 260 363 749 
414 555 731 761 992 
269 308 325 691 987 
3 90 214 536 952 
423 496 549 779 956 
218 428 530 563 809 
273 362 478 938 975 
41 182 336 812 876 
497 523 538 920 925 
35 130 390 526 935 
374 405 462 580 763 
104 125 190 495 599 
11 123 290 830 930 
19 126 174 413 651 
338 478 673 818 981 
328 455 634 635 751 
0 66 465 481 876 
332 572 589 759 909 
14 224 234 817 997 
272 443 560 620 919 
288 298 660 978 981 
141 370 558 696 735 
57 100 174 420 930 
461 565 579 768 844 
154 633 688 883 925 
360 791 798 856 986 
129 158 473 601 632 
73 147 209 912 944 
108 125 378 953 983 
262 424 573 586 886 
1 31 172 197 394 
23 112 298 436 563 
329 458 488 593 985 
159 175 242 429 472 
572 654 755 778 802 
103 122 181 585 760 
141 502 632 791 933 
2 92 329 517 776 
149 188 301 383 503 
48 66 171 910 912 
308 448 721 877 950 
171 280 531 589 856 
351 403 425 737 850 
20 314 377 457 807 
70 299 557 763 955 
410 646 739 833 884 
235 402 408 646 967 
21 102 177 355 403 
126 403 559 572 894 
220 245 650 896 966 
262 522 847 868 993 
351 590 702 734 785 
54 360 797 827 927 
123 129 372 449 523 
276 474 604 881 964 
56 210 490 753 761 
293 315 857 888 909 
455 487 704 830 926 
58 341 697 776 930 
355 553 689 749 944 
4 268 455 511 610 
41 267 568 816 971 
87 406 452 643 945 
332 412 456 764 816 
153 194 207 524 609 
148 300 493 645 847 
42 237 258 399 544 
359 511 767 899 966 
106 386 400 468 691 
11 67 203 244 418 
191 277 286 427 502 
157 378 496 762 880 
34 333 558 727 915 
10 77 127 260 610 
21 76 160 300 641 
106 138 463 807 869 
409 609 630 763 905 
176 273 457 760 799 
369 657 714 774 945 
389 639 742 895 953 
4 603 651 779 819 
604 800 828 918 987 
244 378 435 674 989 
125 653 659 675 787 
415 507 550 593 666 
46 159 608 648 934 
67 131 189 391 465 
